order_id,item_category,supplier_name,warehouse_name,warehouse_location,fc_associate,order_status,total_quantity_required,total_quantity_received,total_quantity_in_transfer,unit_price,order_cost,lead_time_days,need_by_date,receive_date
74126,Office Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_761,Pending,165,121,44,5,605,,2025-08-29,
76731,Apparel,Supplier_B,WH_HZU2,Popeport,Assoc_813,Canceled,110,68,42,20,1360,,2025-10-08,
40570,Electronics,Supplier_C,WH_VNE2,West Kristine,Assoc_952,Canceled,182,31,151,230,7130,,2025-08-31,
36044,Medical Supplies,Supplier_B,WH_YNX2,Geraldland,Assoc_281,Pending,41,29,12,114,3306,,2025-10-03,
60619,Food & Beverage,Supplier_A,WH_EYJ4,West Ralph,Assoc_860,Pending,81,45,36,8,360,,2025-08-06,
49345,Medical Supplies,Supplier_C,WH_OMJ4,Murphyshire,Assoc_927,Received,69,69,0,146,10074,2.0,2025-08-30,2025-09-05
36974,Medical Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_300,Canceled,38,17,21,165,2805,,2025-09-04,
48688,Food & Beverage,Supplier_A,WH_HZU2,Popeport,Assoc_298,Received,26,26,0,20,520,3.0,2025-09-19,2025-09-24
43973,Apparel,Supplier_C,WH_OMJ4,Murphyshire,Assoc_296,Pending,187,173,14,78,13494,,2025-09-06,
17772,Office Supplies,Supplier_C,WH_HZU2,Popeport,Assoc_564,Pending,119,82,37,48,3936,,2025-10-09,
36730,Electronics,Supplier_B,WH_YNX2,Geraldland,Assoc_964,Canceled,80,15,65,398,5970,,2025-09-03,
32765,Food & Beverage,Supplier_B,WH_EEZ3,Port Julie,Assoc_629,Pending,194,57,137,3,171,,2025-08-19,
23269,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_423,Pending,110,24,86,12,288,,2025-08-08,
94287,Medical Supplies,Supplier_A,WH_EYJ4,West Ralph,Assoc_806,Canceled,29,29,0,83,2407,,2025-08-31,
20212,Apparel,Supplier_B,WH_OMJ4,Murphyshire,Assoc_164,Pending,17,15,2,65,975,,2025-10-08,
91709,Electronics,Supplier_C,WH_EEZ3,Port Julie,Assoc_960,Backordered,73,13,60,292,3796,,2025-09-29,
14530,Office Supplies,Supplier_A,WH_EEZ3,Port Julie,Assoc_632,Received,28,28,0,43,1204,15.0,2025-08-23,2025-08-26
71454,Food & Beverage,Supplier_C,WH_MTP1,Carterstad,Assoc_187,Pending,18,12,6,12,144,,2025-09-01,
88084,Electronics,Supplier_A,WH_VNE2,West Kristine,Assoc_921,Canceled,24,9,15,362,3258,,2025-09-17,
20431,Food & Beverage,Supplier_A,WH_MTP1,Carterstad,Assoc_793,Pending,153,13,140,11,143,,2025-09-26,
10665,Food & Beverage,Supplier_A,WH_YWT7,New John,Assoc_870,Canceled,69,1,68,16,16,,2025-08-19,
37217,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_734,Pending,96,83,13,2,166,,2025-08-30,
45457,Medical Supplies,Supplier_B,WH_YWT7,New John,Assoc_297,Pending,36,0,36,172,0,,2025-09-23,
99732,Electronics,Supplier_C,WH_EYJ4,West Ralph,Assoc_686,Received,173,173,0,310,53630,12.0,2025-08-27,2025-09-02
81598,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_348,Received,21,21,0,35,735,10.0,2025-09-30,2025-10-05
86315,Office Supplies,Supplier_B,WH_YWT7,New John,Assoc_654,Received,47,47,0,35,1645,20.0,2025-08-31,2025-09-03
28998,Electronics,Supplier_C,WH_YWT7,New John,Assoc_773,Received,24,24,0,171,4104,18.0,2025-09-29,2025-10-06
87059,Food & Beverage,Supplier_B,WH_EYJ4,West Ralph,Assoc_305,Received,27,27,0,12,324,16.0,2025-09-02,2025-09-06
46604,Medical Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_972,Backordered,167,76,91,127,9652,,2025-10-03,
57284,Apparel,Supplier_A,WH_TDY9,North Markborough,Assoc_997,Pending,136,56,80,10,560,,2025-08-29,
91973,Apparel,Supplier_C,WH_EYJ4,West Ralph,Assoc_577,Received,71,71,0,71,5041,11.0,2025-09-11,2025-09-08
84690,Food & Beverage,Supplier_A,WH_YNX2,Geraldland,Assoc_288,Pending,102,1,101,4,4,,2025-09-17,
83235,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_245,Backordered,122,24,98,373,8952,,2025-08-17,
19762,Office Supplies,Supplier_A,WH_VNE2,West Kristine,Assoc_303,Received,82,82,0,16,1312,9.0,2025-09-24,2025-09-27
96796,Office Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_282,Received,15,15,0,16,240,4.0,2025-10-01,2025-10-07
39820,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_446,Received,88,88,0,68,5984,12.0,2025-08-12,2025-08-18
54699,Apparel,Supplier_C,WH_YWT7,New John,Assoc_544,Pending,40,9,31,26,234,,2025-09-25,
14071,Apparel,Supplier_A,WH_HZU2,Popeport,Assoc_487,Backordered,91,76,15,64,4864,,2025-09-11,
23737,Apparel,Supplier_A,WH_YWT7,New John,Assoc_701,Received,147,147,0,47,6909,5.0,2025-10-09,2025-10-10
81872,Office Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_698,Canceled,63,10,53,35,350,,2025-09-13,
67527,Medical Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_620,Canceled,175,130,45,115,14950,,2025-09-03,
29985,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_429,Backordered,144,123,21,146,17958,,2025-08-27,
68409,Office Supplies,Supplier_C,WH_YNX2,Geraldland,Assoc_753,Pending,63,28,35,17,476,,2025-08-30,
24977,Apparel,Supplier_B,WH_EYJ4,West Ralph,Assoc_413,Canceled,106,73,33,30,2190,,2025-08-12,
21718,Office Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_237,Pending,85,56,29,38,2128,,2025-08-25,
79617,Apparel,Supplier_C,WH_VNE2,West Kristine,Assoc_576,Backordered,119,57,62,69,3933,,2025-09-29,
76729,Food & Beverage,Supplier_B,WH_TDY9,North Markborough,Assoc_424,Backordered,107,3,104,7,21,,2025-09-29,
81094,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_467,Pending,85,64,21,75,4800,,2025-09-05,
72087,Electronics,Supplier_B,WH_EYJ4,West Ralph,Assoc_200,Pending,28,11,17,69,759,,2025-09-20,
32486,Apparel,Supplier_B,WH_EYJ4,West Ralph,Assoc_791,Backordered,74,38,36,97,3686,,2025-09-02,
91555,Apparel,Supplier_C,WH_YWT7,New John,Assoc_241,Backordered,12,12,0,48,576,,2025-09-01,
65972,Office Supplies,Supplier_B,WH_YNX2,Geraldland,Assoc_941,Pending,130,38,92,30,1140,,2025-09-26,
80923,Apparel,Supplier_C,WH_EYJ4,West Ralph,Assoc_585,Received,142,142,0,85,12070,18.0,2025-10-13,2025-10-16
25689,Food & Beverage,Supplier_B,WH_MTP1,Carterstad,Assoc_420,Received,119,119,0,15,1785,15.0,2025-09-16,2025-09-21
45954,Electronics,Supplier_B,WH_ULN5,Eileenport,Assoc_691,Received,88,88,0,427,37576,16.0,2025-09-06,2025-09-19
17210,Office Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_529,Canceled,185,103,82,49,5047,,2025-09-18,
23806,Office Supplies,Supplier_B,WH_YWT7,New John,Assoc_123,Pending,45,9,36,26,234,,2025-09-19,
46306,Medical Supplies,Supplier_C,WH_YWT7,New John,Assoc_987,Canceled,107,26,81,120,3120,,2025-09-17,
51129,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_586,Pending,94,72,22,135,9720,,2025-09-23,
16005,Office Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_206,Received,18,18,0,49,882,16.0,2025-08-15,2025-08-17
50246,Electronics,Supplier_B,WH_OMJ4,Murphyshire,Assoc_310,Received,84,84,0,387,32508,3.0,2025-10-05,2025-10-08
65141,Medical Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_434,Canceled,110,20,90,48,960,,2025-08-26,
44500,Medical Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_860,Pending,109,26,83,53,1378,,2025-09-06,
35010,Office Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_262,Backordered,160,51,109,37,1887,,2025-08-21,
51030,Food & Beverage,Supplier_B,WH_EYJ4,West Ralph,Assoc_107,Received,124,124,0,4,496,20.0,2025-10-07,2025-10-18
78104,Medical Supplies,Supplier_B,WH_YWT7,New John,Assoc_602,Canceled,128,10,118,43,430,,2025-09-22,
46912,Food & Beverage,Supplier_B,WH_OMJ4,Murphyshire,Assoc_500,Received,116,116,0,9,1044,20.0,2025-09-09,2025-09-24
15643,Food & Beverage,Supplier_B,WH_ULN5,Eileenport,Assoc_815,Pending,110,89,21,3,267,,2025-08-20,
84448,Apparel,Supplier_B,WH_HZU2,Popeport,Assoc_398,Pending,188,185,3,37,6845,,2025-09-28,
97975,Food & Beverage,Supplier_C,WH_MTP1,Carterstad,Assoc_477,Pending,36,32,4,12,384,,2025-09-29,
20700,Food & Beverage,Supplier_A,WH_OMJ4,Murphyshire,Assoc_312,Pending,128,6,122,4,24,,2025-09-18,
99744,Food & Beverage,Supplier_B,WH_EEZ3,Port Julie,Assoc_863,Canceled,59,25,34,3,75,,2025-09-22,
85231,Office Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_434,Canceled,134,118,16,9,1062,,2025-09-20,
38882,Medical Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_830,Canceled,45,30,15,91,2730,,2025-09-01,
18283,Apparel,Supplier_A,WH_YWT7,New John,Assoc_202,Received,85,85,0,25,2125,13.0,2025-08-12,2025-08-18
53035,Electronics,Supplier_C,WH_OMJ4,Murphyshire,Assoc_257,Canceled,101,22,79,160,3520,,2025-10-05,
96578,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_321,Canceled,188,12,176,478,5736,,2025-08-30,
82534,Medical Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_499,Backordered,123,6,117,173,1038,,2025-08-16,
13024,Electronics,Supplier_B,WH_EYJ4,West Ralph,Assoc_355,Backordered,71,25,46,96,2400,,2025-09-30,
94604,Food & Beverage,Supplier_A,WH_VNE2,West Kristine,Assoc_445,Received,184,184,0,4,736,4.0,2025-10-02,2025-09-30
95824,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_145,Canceled,141,27,114,51,1377,,2025-10-03,
56795,Medical Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_739,Received,148,148,0,121,17908,4.0,2025-09-08,2025-09-09
99881,Office Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_115,Canceled,177,80,97,5,400,,2025-09-13,
67796,Apparel,Supplier_B,WH_EYJ4,West Ralph,Assoc_167,Backordered,176,159,17,57,9063,,2025-09-27,
48145,Electronics,Supplier_A,WH_YNX2,Geraldland,Assoc_408,Canceled,36,34,2,455,15470,,2025-08-28,
75576,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_714,Backordered,171,99,72,96,9504,,2025-10-01,
62998,Apparel,Supplier_B,WH_ULN5,Eileenport,Assoc_750,Backordered,180,123,57,18,2214,,2025-09-21,
49755,Electronics,Supplier_C,WH_YWT7,New John,Assoc_559,Canceled,140,59,81,307,18113,,2025-08-17,
14760,Electronics,Supplier_A,WH_VNE2,West Kristine,Assoc_731,Pending,89,30,59,427,12810,,2025-09-24,
80298,Apparel,Supplier_C,WH_MTP1,Carterstad,Assoc_161,Received,105,105,0,73,7665,7.0,2025-09-13,2025-09-15
46238,Electronics,Supplier_A,WH_YWT7,New John,Assoc_554,Backordered,44,17,27,212,3604,,2025-09-12,
36051,Electronics,Supplier_C,WH_YNX2,Geraldland,Assoc_763,Backordered,16,7,9,483,3381,,2025-09-19,
60307,Office Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_310,Pending,180,63,117,48,3024,,2025-09-07,
20611,Apparel,Supplier_C,WH_YNX2,Geraldland,Assoc_633,Backordered,56,28,28,90,2520,,2025-09-11,
23596,Electronics,Supplier_B,WH_MTP1,Carterstad,Assoc_297,Pending,172,36,136,154,5544,,2025-08-27,
15418,Electronics,Supplier_A,WH_YWT7,New John,Assoc_662,Received,70,70,0,309,21630,14.0,2025-09-15,2025-09-25
48622,Office Supplies,Supplier_A,WH_EYJ4,West Ralph,Assoc_350,Canceled,55,38,17,20,760,,2025-10-02,
32870,Office Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_750,Received,79,79,0,35,2765,12.0,2025-08-18,2025-08-20
23872,Food & Beverage,Supplier_B,WH_YNX2,Geraldland,Assoc_617,Canceled,49,30,19,2,60,,2025-08-27,
79604,Food & Beverage,Supplier_B,WH_MTP1,Carterstad,Assoc_877,Backordered,162,137,25,6,822,,2025-09-09,
34934,Apparel,Supplier_B,WH_YNX2,Geraldland,Assoc_574,Backordered,126,36,90,58,2088,,2025-09-06,
87774,Medical Supplies,Supplier_B,WH_MTP1,Carterstad,Assoc_441,Received,193,193,0,140,27020,5.0,2025-09-14,2025-09-13
71977,Electronics,Supplier_A,WH_HZU2,Popeport,Assoc_847,Backordered,135,103,32,262,26986,,2025-08-25,
50981,Office Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_415,Pending,114,113,1,7,791,,2025-09-10,
32636,Food & Beverage,Supplier_C,WH_ULN5,Eileenport,Assoc_298,Canceled,75,44,31,18,792,,2025-09-07,
94430,Food & Beverage,Supplier_C,WH_EEZ3,Port Julie,Assoc_813,Pending,176,98,78,15,1470,,2025-10-04,
11181,Apparel,Supplier_A,WH_TDY9,North Markborough,Assoc_135,Backordered,171,7,164,99,693,,2025-08-21,
40548,Apparel,Supplier_B,WH_YWT7,New John,Assoc_566,Received,75,75,0,41,3075,19.0,2025-09-24,2025-10-01
13895,Apparel,Supplier_A,WH_MTP1,Carterstad,Assoc_889,Pending,174,98,76,60,5880,,2025-09-07,
42692,Medical Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_293,Canceled,52,27,25,84,2268,,2025-09-18,
16429,Office Supplies,Supplier_C,WH_HZU2,Popeport,Assoc_774,Canceled,160,78,82,31,2418,,2025-08-30,
13721,Electronics,Supplier_A,WH_YWT7,New John,Assoc_895,Backordered,46,17,29,433,7361,,2025-09-26,
61656,Food & Beverage,Supplier_C,WH_OMJ4,Murphyshire,Assoc_106,Received,135,135,0,2,270,3.0,2025-09-11,2025-09-10
70318,Food & Beverage,Supplier_C,WH_YNX2,Geraldland,Assoc_770,Backordered,197,110,87,7,770,,2025-09-05,
74114,Office Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_302,Canceled,56,32,24,12,384,,2025-09-19,
25506,Medical Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_305,Pending,56,51,5,69,3519,,2025-09-30,
41918,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_211,Received,30,30,0,11,330,13.0,2025-09-29,2025-09-30
89990,Office Supplies,Supplier_A,WH_YWT7,New John,Assoc_340,Canceled,134,25,109,5,125,,2025-08-31,
87324,Office Supplies,Supplier_A,WH_YWT7,New John,Assoc_908,Pending,34,13,21,38,494,,2025-08-26,
71561,Electronics,Supplier_B,WH_YWT7,New John,Assoc_632,Backordered,134,121,13,437,52877,,2025-09-23,
96881,Medical Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_479,Backordered,90,30,60,112,3360,,2025-08-14,
69948,Food & Beverage,Supplier_B,WH_YWT7,New John,Assoc_158,Backordered,94,12,82,2,24,,2025-09-24,
60522,Food & Beverage,Supplier_C,WH_ULN5,Eileenport,Assoc_126,Pending,145,71,74,9,639,,2025-09-19,
69130,Food & Beverage,Supplier_C,WH_TDY9,North Markborough,Assoc_627,Canceled,179,48,131,2,96,,2025-08-16,
65674,Office Supplies,Supplier_A,WH_EEZ3,Port Julie,Assoc_994,Pending,198,83,115,48,3984,,2025-09-05,
58422,Apparel,Supplier_C,WH_TDY9,North Markborough,Assoc_509,Pending,99,54,45,70,3780,,2025-09-03,
88092,Electronics,Supplier_C,WH_YNX2,Geraldland,Assoc_400,Received,192,192,0,123,23616,19.0,2025-09-26,2025-10-04
66867,Medical Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_609,Pending,87,86,1,160,13760,,2025-10-06,
93837,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_593,Received,72,72,0,37,2664,3.0,2025-08-20,2025-08-26
38704,Electronics,Supplier_A,WH_EEZ3,Port Julie,Assoc_492,Backordered,66,32,34,390,12480,,2025-10-07,
38351,Electronics,Supplier_C,WH_ULN5,Eileenport,Assoc_647,Canceled,33,21,12,496,10416,,2025-09-09,
54201,Medical Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_759,Backordered,106,91,15,117,10647,,2025-09-23,
62735,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_328,Backordered,39,18,21,42,756,,2025-08-09,
81646,Electronics,Supplier_B,WH_YWT7,New John,Assoc_292,Pending,156,94,62,115,10810,,2025-10-05,
36039,Food & Beverage,Supplier_C,WH_VNE2,West Kristine,Assoc_418,Pending,161,137,24,8,1096,,2025-09-05,
73274,Food & Beverage,Supplier_B,WH_EEZ3,Port Julie,Assoc_916,Received,143,143,0,20,2860,4.0,2025-09-21,2025-09-26
27364,Food & Beverage,Supplier_B,WH_ULN5,Eileenport,Assoc_935,Backordered,66,63,3,16,1008,,2025-08-10,
45420,Medical Supplies,Supplier_B,WH_ULN5,Eileenport,Assoc_864,Pending,163,81,82,99,8019,,2025-08-15,
57947,Electronics,Supplier_B,WH_YWT7,New John,Assoc_589,Received,136,136,0,199,27064,13.0,2025-09-16,2025-09-23
25667,Office Supplies,Supplier_A,WH_EYJ4,West Ralph,Assoc_968,Received,189,189,0,8,1512,6.0,2025-09-22,2025-09-13
85033,Food & Beverage,Supplier_B,WH_ULN5,Eileenport,Assoc_122,Canceled,96,54,42,17,918,,2025-09-16,
79693,Food & Beverage,Supplier_B,WH_MTP1,Carterstad,Assoc_640,Backordered,82,24,58,19,456,,2025-10-07,
50000,Electronics,Supplier_A,WH_EEZ3,Port Julie,Assoc_870,Pending,191,77,114,284,21868,,2025-10-01,
76142,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_552,Canceled,84,18,66,36,648,,2025-09-02,
48002,Apparel,Supplier_C,WH_VNE2,West Kristine,Assoc_470,Pending,183,37,146,58,2146,,2025-08-18,
46890,Apparel,Supplier_A,WH_MTP1,Carterstad,Assoc_464,Canceled,55,3,52,25,75,,2025-08-23,
61796,Office Supplies,Supplier_C,WH_YNX2,Geraldland,Assoc_252,Canceled,72,4,68,12,48,,2025-08-07,
51374,Food & Beverage,Supplier_B,WH_OMJ4,Murphyshire,Assoc_804,Received,177,177,0,14,2478,3.0,2025-10-11,2025-09-29
43105,Food & Beverage,Supplier_B,WH_TDY9,North Markborough,Assoc_476,Pending,40,7,33,4,28,,2025-09-01,
81029,Food & Beverage,Supplier_C,WH_HZU2,Popeport,Assoc_330,Pending,160,146,14,20,2920,,2025-09-09,
97265,Office Supplies,Supplier_C,WH_MTP1,Carterstad,Assoc_913,Received,108,108,0,35,3780,14.0,2025-08-15,2025-08-17
93634,Electronics,Supplier_B,WH_MTP1,Carterstad,Assoc_830,Received,113,113,0,466,52658,1.0,2025-09-25,2025-10-02
68226,Medical Supplies,Supplier_C,WH_TDY9,North Markborough,Assoc_165,Pending,63,15,48,66,990,,2025-08-23,
54313,Apparel,Supplier_A,WH_HZU2,Popeport,Assoc_557,Backordered,41,2,39,26,52,,2025-09-21,
72355,Apparel,Supplier_C,WH_ULN5,Eileenport,Assoc_189,Backordered,18,2,16,25,50,,2025-10-09,
10820,Office Supplies,Supplier_B,WH_HZU2,Popeport,Assoc_275,Canceled,178,0,178,20,0,,2025-09-12,
85884,Electronics,Supplier_C,WH_OMJ4,Murphyshire,Assoc_774,Canceled,45,36,9,301,10836,,2025-10-06,
17178,Office Supplies,Supplier_C,WH_EEZ3,Port Julie,Assoc_720,Received,186,186,0,11,2046,2.0,2025-09-27,2025-09-29
62419,Apparel,Supplier_B,WH_EYJ4,West Ralph,Assoc_237,Received,161,161,0,55,8855,5.0,2025-09-19,2025-09-17
18158,Food & Beverage,Supplier_A,WH_HZU2,Popeport,Assoc_361,Backordered,107,83,24,7,581,,2025-09-18,
23862,Food & Beverage,Supplier_A,WH_OMJ4,Murphyshire,Assoc_792,Canceled,187,36,151,19,684,,2025-10-01,
65149,Electronics,Supplier_C,WH_OMJ4,Murphyshire,Assoc_748,Received,192,192,0,240,46080,17.0,2025-08-20,2025-08-24
34210,Apparel,Supplier_B,WH_YNX2,Geraldland,Assoc_488,Pending,164,63,101,19,1197,,2025-08-29,
72389,Electronics,Supplier_C,WH_MTP1,Carterstad,Assoc_800,Canceled,26,10,16,377,3770,,2025-09-12,
50131,Office Supplies,Supplier_B,WH_OMJ4,Murphyshire,Assoc_249,Received,80,80,0,5,400,13.0,2025-09-01,2025-09-10
22091,Apparel,Supplier_B,WH_MTP1,Carterstad,Assoc_901,Pending,54,33,21,49,1617,,2025-08-14,
82429,Food & Beverage,Supplier_A,WH_HZU2,Popeport,Assoc_457,Backordered,151,69,82,5,345,,2025-08-08,
12247,Apparel,Supplier_B,WH_YNX2,Geraldland,Assoc_285,Backordered,199,173,26,78,13494,,2025-09-06,
64530,Medical Supplies,Supplier_B,WH_TDY9,North Markborough,Assoc_706,Received,76,76,0,22,1672,17.0,2025-09-11,2025-09-15
19281,Apparel,Supplier_A,WH_YNX2,Geraldland,Assoc_681,Backordered,23,23,0,91,2093,,2025-10-04,
11270,Apparel,Supplier_C,WH_YWT7,New John,Assoc_528,Canceled,56,28,28,55,1540,,2025-08-17,
30016,Food & Beverage,Supplier_C,WH_OMJ4,Murphyshire,Assoc_382,Canceled,143,58,85,11,638,,2025-09-17,
67189,Electronics,Supplier_B,WH_YNX2,Geraldland,Assoc_889,Backordered,33,5,28,89,445,,2025-08-17,
63369,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_689,Pending,31,18,13,80,1440,,2025-09-29,
77649,Electronics,Supplier_B,WH_HZU2,Popeport,Assoc_848,Received,132,132,0,304,40128,18.0,2025-09-13,2025-09-17
92420,Electronics,Supplier_C,WH_EYJ4,West Ralph,Assoc_951,Pending,192,108,84,409,44172,,2025-08-14,
15215,Office Supplies,Supplier_A,WH_HZU2,Popeport,Assoc_800,Pending,165,114,51,15,1710,,2025-09-19,
94068,Medical Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_176,Backordered,44,32,12,110,3520,,2025-08-16,
32811,Food & Beverage,Supplier_B,WH_YNX2,Geraldland,Assoc_274,Backordered,38,21,17,9,189,,2025-09-18,
74356,Electronics,Supplier_B,WH_OMJ4,Murphyshire,Assoc_594,Backordered,77,27,50,51,1377,,2025-08-26,
91559,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_412,Pending,128,124,4,34,4216,,2025-09-11,
32498,Electronics,Supplier_C,WH_TDY9,North Markborough,Assoc_436,Backordered,100,13,87,52,676,,2025-10-01,
29076,Apparel,Supplier_B,WH_EEZ3,Port Julie,Assoc_109,Pending,120,62,58,35,2170,,2025-09-17,
45879,Medical Supplies,Supplier_C,WH_ULN5,Eileenport,Assoc_520,Pending,134,1,133,59,59,,2025-09-27,
48285,Office Supplies,Supplier_A,WH_TDY9,North Markborough,Assoc_504,Backordered,86,46,40,32,1472,,2025-08-09,
47000,Medical Supplies,Supplier_B,WH_MTP1,Carterstad,Assoc_549,Canceled,51,8,43,110,880,,2025-08-25,
13935,Food & Beverage,Supplier_A,WH_EEZ3,Port Julie,Assoc_991,Received,38,38,0,8,304,2.0,2025-08-13,2025-08-17
40051,Office Supplies,Supplier_A,WH_ULN5,Eileenport,Assoc_782,Received,132,132,0,47,6204,4.0,2025-08-22,2025-08-27
72064,Food & Beverage,Supplier_C,WH_ULN5,Eileenport,Assoc_432,Canceled,138,99,39,6,594,,2025-09-11,
61516,Electronics,Supplier_A,WH_ULN5,Eileenport,Assoc_259,Backordered,138,3,135,442,1326,,2025-08-30,
56886,Apparel,Supplier_A,WH_EEZ3,Port Julie,Assoc_539,Pending,121,61,60,47,2867,,2025-08-10,
64920,Food & Beverage,Supplier_A,WH_YNX2,Geraldland,Assoc_353,Received,196,196,0,18,3528,8.0,2025-09-18,2025-09-19
74835,Office Supplies,Supplier_C,WH_EYJ4,West Ralph,Assoc_782,Canceled,60,30,30,50,1500,,2025-09-05,
98588,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_725,Received,58,58,0,487,28246,5.0,2025-09-13,2025-09-15
70477,Food & Beverage,Supplier_A,WH_OMJ4,Murphyshire,Assoc_296,Received,119,119,0,2,238,7.0,2025-10-11,2025-10-12
91104,Food & Beverage,Supplier_B,WH_HZU2,Popeport,Assoc_413,Received,66,66,0,12,792,16.0,2025-09-25,2025-09-29
50062,Electronics,Supplier_B,WH_MTP1,Carterstad,Assoc_375,Backordered,81,44,37,414,18216,,2025-09-09,
50193,Apparel,Supplier_B,WH_VNE2,West Kristine,Assoc_286,Pending,10,0,10,94,0,,2025-09-02,
46915,Office Supplies,Supplier_A,WH_OMJ4,Murphyshire,Assoc_583,Backordered,165,25,140,32,800,,2025-09-21,
19982,Office Supplies,Supplier_B,WH_EEZ3,Port Julie,Assoc_442,Backordered,38,6,32,47,282,,2025-09-19,
11359,Medical Supplies,Supplier_A,WH_EEZ3,Port Julie,Assoc_469,Backordered,200,199,1,170,33830,,2025-08-28,
53343,Medical Supplies,Supplier_B,WH_EYJ4,West Ralph,Assoc_765,Backordered,63,49,14,42,2058,,2025-08-16,
82556,Apparel,Supplier_C,WH_YWT7,New John,Assoc_223,Pending,160,48,112,34,1632,,2025-08-28,
86934,Food & Beverage,Supplier_A,WH_MTP1,Carterstad,Assoc_659,Backordered,87,60,27,8,480,,2025-09-02,
70847,Apparel,Supplier_A,WH_ULN5,Eileenport,Assoc_296,Canceled,150,64,86,81,5184,,2025-08-19,
95674,Office Supplies,Supplier_B,WH_MTP1,Carterstad,Assoc_546,Pending,133,107,26,38,4066,,2025-09-11,
23150,Electronics,Supplier_A,WH_YWT7,New John,Assoc_380,Received,84,84,0,73,6132,2.0,2025-08-28,2025-08-18
30713,Apparel,Supplier_C,WH_YNX2,Geraldland,Assoc_606,Pending,52,28,24,75,2100,,2025-09-28,
85604,Medical Supplies,Supplier_B,WH_YNX2,Geraldland,Assoc_721,Backordered,62,11,51,20,220,,2025-09-02,
55601,Medical Supplies,Supplier_A,WH_YWT7,New John,Assoc_813,Pending,141,116,25,148,17168,,2025-08-24,
82079,Medical Supplies,Supplier_B,WH_OMJ4,Murphyshire,Assoc_972,Received,85,85,0,88,7480,4.0,2025-09-12,2025-09-13
10275,Medical Supplies,Supplier_A,WH_OMJ4,Murphyshire,Assoc_140,Received,81,81,0,54,4374,2.0,2025-08-22,2025-08-24
38686,Apparel,Supplier_C,WH_MTP1,Carterstad,Assoc_101,Backordered,171,154,17,57,8778,,2025-09-24,
73246,Electronics,Supplier_C,WH_HZU2,Popeport,Assoc_370,Received,114,114,0,363,41382,11.0,2025-09-06,2025-09-10
58656,Electronics,Supplier_B,WH_EYJ4,West Ralph,Assoc_848,Backordered,55,16,39,58,928,,2025-09-20,
19945,Medical Supplies,Supplier_A,WH_YNX2,Geraldland,Assoc_769,Backordered,170,162,8,174,28188,,2025-08-31,
88600,Apparel,Supplier_B,WH_EYJ4,West Ralph,Assoc_432,Backordered,62,37,25,90,3330,,2025-09-11,
71128,Food & Beverage,Supplier_A,WH_TDY9,North Markborough,Assoc_337,Canceled,104,18,86,17,306,,2025-09-01,
